image_id,bbox,folder
GOPR0042.JPG,"[305, 1364, 516, 542]",train
GOPR0042.JPG,"[821, 1006, 715, 448]",train
GOPR0042.JPG,"[1103, 844, 746, 388]",train
GOPR0042.JPG,"[3166, 711, 375, 317]",train
GOPR0042.JPG,"[3367, 610, 266, 225]",train
GOPR0043.JPG,"[1664, 1458, 1074, 957]",test
GOPR0043.JPG,"[2199, 1597, 949, 980]",test
GOPR0043.JPG,"[2760, 1733, 742, 957]",test
GOPR0043.JPG,"[3246, 1861, 554, 878]",test
GOPR0043.JPG,"[3630, 1967, 370, 839]",test
GOPR0043.JPG,"[1178, 1341, 1104, 852]",test
GOPR0043.JPG,"[836, 1228, 1013, 750]",test
GOPR0043.JPG,"[583, 1153, 900, 644]",test
GOPR0043.JPG,"[391, 1078, 772, 583]",test
GOPR0045.JPG,"[2070, 1609, 1106, 968]",test
GOPR0045.JPG,"[2590, 1835, 934, 1014]",test
GOPR0045.JPG,"[3092, 2046, 716, 954]",test
GOPR0045.JPG,"[3482, 2227, 515, 773]",test
GOPR0045.JPG,"[1616, 1378, 1167, 878]",test
GOPR0045.JPG,"[1233, 1150, 1151, 798]",test
GOPR0045.JPG,"[985, 1029, 953, 624]",test
GOPR0045.JPG,"[782, 901, 899, 549]",test
GOPR0045.JPG,"[657, 821, 759, 456]",test
GOPR0045.JPG,"[542, 747, 710, 427]",test
GOPR0045.JPG,"[452, 664, 626, 388]",test
GOPR0045.JPG,"[386, 623, 516, 335]",test
GOPR0045.JPG,"[335, 606, 472, 284]",test
GOPR0048.JPG,"[1273, 1334, 610, 1085]",val
GOPR0048.JPG,"[1661, 1168, 685, 983]",val
GOPR0048.JPG,"[900, 1526, 497, 1107]",val
GOPR0048.JPG,"[568, 1737, 411, 1081]",val
GOPR0048.JPG,"[222, 1936, 365, 1021]",val
GOPR0048.JPG,"[2795, 739, 552, 511]",val
GOPR0048.JPG,"[3102, 650, 449, 379]",val
GOPR0048.JPG,"[3211, 606, 419, 345]",val
GOPR0049.JPG,"[1935, 1526, 1236, 1036]",test
GOPR0049.JPG,"[1536, 1315, 1085, 780]",test
GOPR0049.JPG,"[1246, 1130, 1002, 648]",test
GOPR0049.JPG,"[871, 891, 783, 427]",test
GOPR0049.JPG,"[499, 625, 493, 258]",test
GOPR0049.JPG,"[460, 596, 427, 218]",test
GOPR0049.JPG,"[428, 565, 383, 203]",test
GOPR0049.JPG,"[392, 545, 353, 180]",test
GOPR0052.JPG,"[749, 1029, 537, 301]",test
GOPR0052.JPG,"[2155, 839, 676, 234]",test
GOPR0052.JPG,"[2049, 623, 546, 128]",test
GOPR0052.JPG,"[1979, 470, 448, 89]",test
GOPR0052.JPG,"[1953, 411, 421, 77]",test
GOPR0052.JPG,"[1912, 323, 344, 61]",test
GOPR0052.JPG,"[1896, 288, 324, 57]",test
GOPR0052.JPG,"[1881, 256, 304, 53]",test
GOPR0052.JPG,"[1868, 228, 284, 50]",test
GOPR0052.JPG,"[824, 875, 503, 255]",test
GOPR0052.JPG,"[1078, 516, 351, 139]",test
GOPR0052.JPG,"[1268, 286, 243, 64]",test
GOPR0052.JPG,"[1249, 317, 252, 66]",test
GOPR0052.JPG,"[1223, 346, 268, 80]",test
GOPR0052.JPG,"[1162, 421, 300, 104]",test
GOPR0052.JPG,"[1124, 464, 324, 120]",test
GOPR0056.JPG,"[1683, 1225, 625, 821]",val
GOPR0056.JPG,"[2207, 1296, 523, 833]",val
GOPR0056.JPG,"[2704, 1387, 441, 779]",val
GOPR0056.JPG,"[3107, 1469, 388, 735]",val
GOPR0056.JPG,"[874, 1105, 610, 720]",val
GOPR0056.JPG,"[597, 1076, 569, 648]",val
GOPR0056.JPG,"[359, 1052, 520, 581]",val
GOPR0056.JPG,"[166, 1037, 496, 523]",val
GOPR0056.JPG,"[3696, 687, 216, 204]",val
GOPR0056.JPG,"[3476, 605, 278, 192]",val
GOPR0056.JPG,"[3213, 520, 367, 181]",val
GOPR0056.JPG,"[2919, 433, 448, 170]",val
GOPR0056.JPG,"[2608, 358, 544, 154]",val
GOPR0056.JPG,"[2274, 289, 608, 145]",val
GOPR0056.JPG,"[1956, 238, 661, 133]",val
GOPR0056.JPG,"[1646, 210, 683, 123]",val
GOPR0056.JPG,"[1392, 195, 624, 126]",val
GOPR0056.JPG,"[1188, 180, 621, 143]",val
GOPR0089.JPG,"[1942, 470, 424, 133]",val
GOPR0089.JPG,"[1840, 425, 379, 120]",val
GOPR0089.JPG,"[413, 711, 159, 196]",val
GOPR0090.JPG,"[500, 1964, 1054, 1026]",val
GOPR0090.JPG,"[361, 1670, 890, 917]",val
GOPR0090.JPG,"[171, 751, 340, 269]",val
GOPR0090.JPG,"[1438, 426, 428, 157]",val
GOPR0090.JPG,"[3069, 535, 217, 120]",val
GOPR0093.JPG,"[1532, 765, 513, 107]",train
GOPR0093.JPG,"[913, 640, 280, 80]",train
GOPR0094.JPG,"[1807, 1708, 1033, 1053]",val
GOPR0094.JPG,"[1289, 1146, 794, 814]",val
GOPR0094.JPG,"[2552, 2457, 900, 543]",val
GOPR0094.JPG,"[3232, 1702, 768, 889]",val
GOPR0094.JPG,"[2510, 1151, 891, 806]",val
GOPR0094.JPG,"[1904, 791, 778, 552]",val
GOPR0094.JPG,"[1007, 812, 527, 497]",val
GOPR0094.JPG,"[863, 649, 335, 288]",val
GOPR0094.JPG,"[786, 542, 232, 193]",val
GOPR0094.JPG,"[1217, 427, 352, 187]",val
GOPR0094.JPG,"[1098, 361, 243, 138]",val
GOPR0096.JPG,"[2343, 2211, 1058, 789]",train
GOPR0096.JPG,"[568, 765, 339, 317]",train
GOPR0096.JPG,"[464, 659, 238, 218]",train
GOPR0096.JPG,"[394, 577, 183, 172]",train
GOPR0096.JPG,"[355, 529, 139, 123]",train
GOPR0096.JPG,"[1670, 818, 835, 521]",train
GOPR0096.JPG,"[1246, 638, 579, 312]",train
GOPR0096.JPG,"[988, 533, 402, 200]",train
GOPR0096.JPG,"[804, 458, 292, 151]",train
GOPR0096.JPG,"[692, 418, 218, 108]",train
GOPR0096.JPG,"[605, 381, 180, 94]",train
GOPR0097.JPG,"[1310, 1577, 599, 1020]",train
GOPR0097.JPG,"[1262, 1039, 357, 613]",train
GOPR0097.JPG,"[580, 993, 316, 565]",train
GOPR0097.JPG,"[1242, 731, 265, 346]",train
GOPR0097.JPG,"[709, 703, 258, 347]",train
GOPR0097.JPG,"[811, 531, 211, 220]",train
GOPR0097.JPG,"[1245, 516, 191, 259]",train
GOPR0098.JPG,"[1231, 1150, 820, 800]",val
GOPR0098.JPG,"[942, 819, 547, 511]",val
GOPR0098.JPG,"[774, 636, 372, 324]",val
GOPR0098.JPG,"[661, 485, 279, 251]",val
GOPR0098.JPG,"[2183, 981, 884, 715]",val
GOPR0098.JPG,"[1664, 664, 710, 494]",val
GOPR0098.JPG,"[1350, 481, 533, 314]",val
GOPR0099.JPG,"[2248, 2023, 1224, 731]",train
GOPR0099.JPG,"[1152, 1601, 1232, 825]",train
GOPR0099.JPG,"[591, 1334, 727, 587]",train
GOPR0099.JPG,"[1623, 968, 957, 449]",train
GOPR0099.JPG,"[2497, 1172, 900, 557]",train
GOPR0099.JPG,"[3393, 1451, 607, 508]",train
GOPR0099.JPG,"[741, 315, 394, 235]",train
GOPR0099.JPG,"[1057, 326, 383, 209]",train
GOPR0099.JPG,"[1050, 181, 292, 137]",train
GOPR0099.JPG,"[1335, 200, 271, 134]",train
GOPR0099.JPG,"[132, 751, 192, 95]",train
GOPR0099.JPG,"[58, 738, 153, 77]",train
GOPR0101.JPG,"[1212, 1134, 893, 904]",test
GOPR0101.JPG,"[907, 761, 554, 550]",test
GOPR0101.JPG,"[777, 168, 150, 68]",test
GOPR0101.JPG,"[732, 150, 129, 54]",test
GOPR0101.JPG,"[694, 133, 108, 49]",test
GOPR0103.JPG,"[2623, 1249, 916, 890]",train
GOPR0103.JPG,"[3391, 1854, 609, 922]",train
GOPR0103.JPG,"[1972, 824, 865, 614]",train
GOPR0103.JPG,"[1560, 571, 616, 366]",train
GOPR0103.JPG,"[1302, 419, 435, 235]",train
GOPR0103.JPG,"[1635, 1570, 1166, 1181]",train
GOPR0103.JPG,"[1163, 1024, 787, 790]",train
GOPR0103.JPG,"[915, 704, 488, 480]",train
GOPR0103.JPG,"[811, 558, 290, 258]",train
GOPR0103.JPG,"[676, 362, 194, 173]",train
GOPR0103.JPG,"[2468, 2424, 953, 576]",train
GOPR0103.JPG,"[633, 309, 152, 119]",train
GOPR0107.JPG,"[3103, 1872, 799, 1127]",train
GOPR0107.JPG,"[2421, 1612, 1074, 1353]",train
GOPR0107.JPG,"[1883, 1379, 1039, 1397]",train
GOPR0107.JPG,"[1457, 1202, 780, 1273]",train
GOPR0107.JPG,"[1098, 1075, 494, 1026]",train
GOPR0107.JPG,"[801, 986, 340, 795]",train
GOPR0107.JPG,"[608, 921, 311, 639]",train
GOPR0107.JPG,"[451, 868, 300, 521]",train
GOPR0107.JPG,"[358, 829, 267, 409]",train
GOPR0107.JPG,"[274, 797, 253, 366]",train
GOPR0107.JPG,"[816, 488, 297, 77]",train
GOPR0107.JPG,"[1654, 577, 628, 212]",train
GOPR0107.JPG,"[2189, 687, 695, 305]",train
GOPR0107.JPG,"[2850, 858, 656, 404]",train
GOPR0107.JPG,"[3492, 1107, 508, 405]",train
GOPR0112.JPG,"[2907, 1989, 607, 998]",train
GOPR0112.JPG,"[3314, 2140, 505, 860]",train
GOPR0112.JPG,"[2440, 1838, 716, 1055]",train
GOPR0112.JPG,"[1468, 1507, 840, 1032]",train
GOPR0112.JPG,"[1084, 1368, 791, 930]",train
GOPR0112.JPG,"[749, 1240, 780, 832]",train
GOPR0112.JPG,"[546, 1130, 674, 724]",train
GOPR0112.JPG,"[354, 1044, 602, 648]",train
GOPR0112.JPG,"[243, 977, 498, 552]",train
GOPR0113.JPG,"[1351, 1041, 1034, 757]",train
GOPR0113.JPG,"[2176, 1474, 1145, 915]",train
GOPR0113.JPG,"[3175, 2039, 811, 743]",train
GOPR0113.JPG,"[3112, 1095, 749, 710]",train
GOPR0113.JPG,"[2294, 715, 914, 629]",train
GOPR0113.JPG,"[1618, 484, 804, 435]",train
GOPR0113.JPG,"[1164, 377, 625, 265]",train
GOPR6536.JPG,"[1340, 1345, 686, 1036]",test
GOPR6536.JPG,"[455, 1432, 671, 855]",test
GOPR6536.JPG,"[203, 1476, 598, 759]",test
GOPR6536.JPG,"[0, 1512, 538, 675]",test
GOPR6536.JPG,"[1304, 616, 388, 283]",test
GOPR6536.JPG,"[1914, 555, 330, 246]",test
GOPR6536.JPG,"[2447, 535, 426, 216]",test
GOPR6536.JPG,"[3314, 565, 451, 237]",test
GOPR6536.JPG,"[3409, 460, 353, 156]",test
GOPR6536.JPG,"[3633, 606, 364, 217]",test
GOPR6536.JPG,"[2567, 407, 345, 127]",test
GOPR6536.JPG,"[1243, 511, 321, 197]",test
GOPR6536.JPG,"[1041, 404, 192, 100]",test
GOPR6536.JPG,"[1150, 380, 185, 87]",test
GOPR6536.JPG,"[1268, 348, 185, 84]",test
GOPR6536.JPG,"[2188, 229, 170, 43]",test
GOPR6536.JPG,"[2435, 220, 200, 39]",test
GOPR6536.JPG,"[2636, 259, 244, 58]",test
GOPR6536.JPG,"[2892, 268, 264, 73]",test
GOPR6536.JPG,"[3134, 289, 262, 84]",test
GOPR6536.JPG,"[3342, 317, 260, 94]",test
GOPR6536.JPG,"[3542, 357, 228, 94]",test
GOPR6536.JPG,"[2687, 219, 205, 50]",test
GOPR6536.JPG,"[2790, 220, 232, 57]",test
GOPR6536.JPG,"[3022, 234, 210, 66]",test
GOPR6536.JPG,"[3212, 252, 229, 82]",test
GOPR6536.JPG,"[3304, 266, 239, 92]",test
GOPR6536.JPG,"[2851, 169, 143, 31]",test
GOPR6536.JPG,"[2580, 162, 146, 23]",test
GOPR6536.JPG,"[2196, 168, 122, 28]",test
GOPR6536.JPG,"[1992, 185, 110, 32]",test
GOPR6536.JPG,"[1467, 256, 145, 53]",test
GOPR6537.JPG,"[2140, 1937, 1464, 1063]",train
GOPR6537.JPG,"[1524, 1177, 1160, 760]",train
GOPR6537.JPG,"[2895, 834, 720, 428]",train
GOPR6537.JPG,"[2463, 524, 561, 196]",train
GOPR6537.JPG,"[2994, 636, 549, 274]",train
GOPR6537.JPG,"[2550, 459, 496, 175]",train
GOPR6537.JPG,"[3045, 511, 447, 165]",train
GOPR6537.JPG,"[3062, 467, 423, 152]",train
GOPR6537.JPG,"[2669, 382, 408, 126]",train
GOPR6537.JPG,"[2708, 347, 380, 118]",train
GOPR6537.JPG,"[3086, 395, 378, 129]",train
GOPR6537.JPG,"[3099, 368, 343, 106]",train
GOPR6537.JPG,"[3117, 317, 316, 93]",train
GOPR6537.JPG,"[2740, 316, 359, 111]",train
GOPR6537.JPG,"[2766, 291, 340, 105]",train
GOPR6537.JPG,"[2790, 267, 324, 101]",train
GOPR6537.JPG,"[1061, 705, 508, 161]",train
GOPR6537.JPG,"[1415, 527, 481, 96]",train
GOPR6537.JPG,"[1699, 407, 429, 68]",train
GOPR6537.JPG,"[1895, 329, 400, 48]",train
GOPR6537.JPG,"[2043, 267, 376, 46]",train
GOPR6537.JPG,"[331, 1033, 315, 259]",train
GOPR6537.JPG,"[687, 793, 372, 159]",train
GOPR6537.JPG,"[1022, 604, 388, 97]",train
GOPR6537.JPG,"[1167, 528, 393, 80]",train
GOPR6537.JPG,"[1429, 408, 369, 61]",train
GOPR6537.JPG,"[1644, 328, 332, 39]",train
GOPR6537.JPG,"[1735, 293, 304, 36]",train
GOPR6537.JPG,"[1112, 413, 241, 54]",train
GOPR6537.JPG,"[779, 574, 241, 74]",train
GOPR6537.JPG,"[38, 1081, 142, 189]",train
GOPR6537.JPG,"[3781, 610, 219, 131]",train
GOPR6537.JPG,"[3687, 491, 269, 134]",train
GOPR6537.JPG,"[3661, 461, 262, 123]",train
GOPR6537.JPG,"[3642, 434, 245, 108]",train
GOPR6537.JPG,"[3864, 727, 136, 113]",train
GOPR6538.JPG,"[1314, 1385, 890, 1077]",train
GOPR6538.JPG,"[2381, 1661, 712, 1116]",train
GOPR6538.JPG,"[3331, 1912, 390, 957]",train
GOPR6538.JPG,"[499, 2022, 815, 978]",train
GOPR6538.JPG,"[237, 1030, 598, 645]",train
GOPR6538.JPG,"[8, 937, 498, 520]",train
GOPR6538.JPG,"[2957, 705, 310, 447]",train
GOPR6538.JPG,"[3422, 893, 326, 476]",train
GOPR6538.JPG,"[3593, 963, 336, 495]",train
GOPR6538.JPG,"[3773, 1039, 227, 419]",train
GOPR6538.JPG,"[1222, 400, 481, 263]",train
GOPR6538.JPG,"[732, 388, 411, 212]",train
GOPR6538.JPG,"[520, 387, 357, 197]",train
GOPR6538.JPG,"[450, 391, 309, 187]",train
GOPR6538.JPG,"[286, 404, 284, 182]",train
GOPR6541.JPG,"[2663, 587, 450, 346]",train
GOPR6541.JPG,"[983, 355, 265, 125]",train
GOPR6541.JPG,"[350, 1038, 377, 407]",train
GOPR6542.JPG,"[2753, 803, 461, 219]",train
GOPR6542.JPG,"[888, 629, 186, 78]",train
GOPR6542.JPG,"[1200, 520, 194, 52]",train
GOPR6542.JPG,"[1296, 490, 199, 48]",train
GOPR6542.JPG,"[930, 513, 128, 36]",train
GOPR6542.JPG,"[52, 870, 168, 120]",train
GOPR6543.JPG,"[3863, 707, 137, 117]",train
GOPR6543.JPG,"[3041, 365, 196, 41]",train
GOPR6545.JPG,"[3222, 1433, 778, 1186]",test
GOPR6545.JPG,"[1460, 1662, 858, 918]",test
GOPR6545.JPG,"[1144, 1712, 704, 786]",test
GOPR6545.JPG,"[954, 1744, 538, 664]",test
GOPR6545.JPG,"[692, 1805, 368, 500]",test
GOPR6545.JPG,"[510, 1842, 284, 389]",test
GOPR6545.JPG,"[454, 1850, 246, 350]",test
GOPR6545.JPG,"[410, 1853, 214, 326]",test
GOPR6548.JPG,"[33, 1741, 611, 613]",test
GOPR6548.JPG,"[297, 1635, 667, 655]",test
GOPR6548.JPG,"[640, 1518, 674, 667]",test
GOPR6548.JPG,"[1047, 1371, 670, 678]",test
GOPR6548.JPG,"[1483, 1281, 562, 614]",test
GOPR6548.JPG,"[2576, 1072, 338, 404]",test
GOPR6548.JPG,"[2796, 1027, 324, 342]",test
GOPR6548.JPG,"[2967, 992, 307, 297]",test
GOPR6548.JPG,"[3108, 965, 291, 259]",test
GOPR6548.JPG,"[3227, 944, 276, 227]",test
GOPR6548.JPG,"[3323, 920, 262, 207]",test
GOPR6548.JPG,"[3420, 900, 233, 190]",test
GOPR6549.JPG,"[2242, 1639, 1088, 956]",train
GOPR6549.JPG,"[3034, 1287, 659, 619]",train
GOPR6549.JPG,"[3447, 1055, 433, 412]",train
GOPR6549.JPG,"[0, 2048, 409, 557]",train
GOPR6549.JPG,"[131, 1887, 692, 567]",train
GOPR6549.JPG,"[398, 1720, 920, 545]",train
GOPR6549.JPG,"[706, 1542, 1155, 470]",train
GOPR6549.JPG,"[1023, 1373, 1350, 365]",train
GOPR6549.JPG,"[1380, 1167, 1362, 319]",train
GOPR6549.JPG,"[1856, 1047, 1148, 230]",train
GOPR6549.JPG,"[2621, 796, 794, 183]",train
GOPR6549.JPG,"[2816, 725, 700, 176]",train
GOPR6550.JPG,"[666, 1120, 432, 428]",test
GOPR6550.JPG,"[3354, 1824, 638, 1076]",test
GOPR6550.JPG,"[2952, 1546, 740, 1212]",test
GOPR6550.JPG,"[2544, 1318, 706, 1138]",test
GOPR6550.JPG,"[2218, 1152, 522, 928]",test
GOPR6550.JPG,"[1842, 1016, 416, 726]",test
GOPR6550.JPG,"[1552, 904, 390, 542]",test
GOPR6550.JPG,"[1328, 808, 388, 424]",test
GOPR6550.JPG,"[1160, 742, 348, 330]",test
GOPR6550.JPG,"[981, 675, 322, 234]",test
GOPR6550.JPG,"[899, 639, 296, 194]",test
GOPR6550.JPG,"[836, 609, 273, 168]",test
GOPR6550.JPG,"[738, 565, 234, 130]",test
GOPR6550.JPG,"[705, 550, 209, 113]",test
GOPR6550.JPG,"[671, 535, 204, 104]",test
GOPR6550.JPG,"[648, 525, 187, 89]",test
GOPR6550.JPG,"[626, 517, 174, 79]",test
GOPR6550.JPG,"[419, 639, 110, 78]",test
GOPR6550.JPG,"[397, 588, 83, 55]",test
GOPR6550.JPG,"[382, 552, 68, 39]",test
GOPR6551.JPG,"[2463, 2490, 1258, 510]",train
GOPR6551.JPG,"[3096, 1677, 791, 723]",train
GOPR6551.JPG,"[2199, 1266, 987, 693]",train
GOPR6551.JPG,"[1525, 980, 844, 486]",train
GOPR6551.JPG,"[1120, 825, 582, 298]",train
GOPR6551.JPG,"[872, 725, 400, 200]",train
GOPR6551.JPG,"[704, 661, 300, 144]",train
GOPR6551.JPG,"[664, 1187, 548, 510]",train
GOPR6551.JPG,"[496, 1017, 362, 320]",train
GOPR6551.JPG,"[400, 895, 252, 232]",train
GOPR6551.JPG,"[420, 552, 117, 60]",train
GOPR6551.JPG,"[379, 534, 107, 57]",train
GOPR6551.JPG,"[347, 523, 93, 49]",train
GOPR6551.JPG,"[212, 668, 105, 99]",train
GOPR6551.JPG,"[193, 643, 89, 75]",train
GOPR6551.JPG,"[172, 612, 87, 74]",train
GOPR6552.JPG,"[2146, 1236, 848, 893]",val
GOPR6552.JPG,"[2719, 886, 515, 519]",val
GOPR6552.JPG,"[3020, 646, 341, 345]",val
GOPR6552.JPG,"[2512, 537, 397, 204]",val
GOPR6552.JPG,"[2145, 672, 554, 334]",val
GOPR6552.JPG,"[1595, 908, 766, 547]",val
GOPR6552.JPG,"[905, 1300, 899, 802]",val
GOPR6552.JPG,"[286, 1852, 759, 849]",val
GOPR6552.JPG,"[0, 2420, 383, 580]",val
GOPR6553.JPG,"[964, 1371, 802, 810]",val
GOPR6553.JPG,"[1779, 1110, 860, 596]",val
GOPR6553.JPG,"[1361, 864, 632, 376]",val
GOPR6553.JPG,"[737, 1076, 468, 462]",val
GOPR6553.JPG,"[621, 898, 304, 284]",val
GOPR6553.JPG,"[549, 790, 218, 198]",val
GOPR6553.JPG,"[430, 586, 101, 74]",val
GOPR6553.JPG,"[470, 658, 132, 114]",val
GOPR6553.JPG,"[652, 499, 130, 63]",val
GOPR6553.JPG,"[584, 465, 95, 47]",val
GOPR6553.JPG,"[561, 455, 81, 39]",val
GOPR6555.JPG,"[2271, 2031, 776, 969]",train
GOPR6555.JPG,"[1284, 1409, 538, 1510]",train
GOPR6555.JPG,"[624, 1006, 346, 670]",train
GOPR6555.JPG,"[541, 934, 304, 523]",train
GOPR6555.JPG,"[489, 881, 268, 440]",train
GOPR6555.JPG,"[409, 805, 229, 310]",train
GOPR6555.JPG,"[382, 774, 213, 260]",train
GOPR6555.JPG,"[2985, 1057, 789, 582]",train
GOPR6555.JPG,"[2251, 816, 813, 431]",train
GOPR6555.JPG,"[1161, 558, 356, 128]",train
GOPR6556.JPG,"[595, 2662, 1881, 337]",train
GOPR6556.JPG,"[1627, 1697, 1648, 504]",train
GOPR6556.JPG,"[2162, 1380, 1268, 374]",train
GOPR6556.JPG,"[2562, 1142, 962, 254]",train
GOPR6556.JPG,"[544, 1263, 702, 616]",train
GOPR6556.JPG,"[1121, 923, 722, 475]",train
GOPR6556.JPG,"[1675, 679, 598, 332]",train
GOPR6556.JPG,"[2072, 536, 497, 216]",train
GOPR6558.JPG,"[1507, 1366, 846, 697]",train
GOPR6558.JPG,"[1928, 1399, 837, 743]",train
GOPR6558.JPG,"[2462, 1423, 712, 776]",train
GOPR6558.JPG,"[3001, 1454, 530, 766]",train
GOPR6558.JPG,"[3498, 1472, 406, 773]",train
GOPR6558.JPG,"[897, 1342, 735, 555]",train
GOPR6558.JPG,"[712, 1340, 640, 494]",train
GOPR6558.JPG,"[563, 1337, 566, 441]",train
GOPR6558.JPG,"[443, 1328, 502, 404]",train
GOPR6559.JPG,"[2885, 1891, 824, 505]",val
GOPR6559.JPG,"[2708, 825, 516, 452]",val
GOPR6559.JPG,"[1212, 709, 339, 301]",val
GOPR6559.JPG,"[982, 711, 335, 283]",val
GOPR6559.JPG,"[796, 715, 322, 269]",val
GOPR6559.JPG,"[639, 719, 321, 261]",val
GOPR6559.JPG,"[502, 732, 300, 255]",val
GOPR6559.JPG,"[304, 764, 265, 235]",val
GOPR6561.JPG,"[608, 2494, 754, 506]",train
GOPR6561.JPG,"[1727, 1509, 1011, 948]",train
GOPR6561.JPG,"[2098, 1272, 872, 781]",train
GOPR6561.JPG,"[2388, 1085, 757, 631]",train
GOPR6561.JPG,"[306, 982, 429, 579]",train
GOPR6561.JPG,"[559, 825, 477, 493]",train
GOPR6561.JPG,"[1032, 576, 567, 354]",train
GOPR6561.JPG,"[0, 1345, 162, 596]",train
GOPR6561.JPG,"[1277, 478, 563, 289]",train
GOPR6561.JPG,"[1854, 289, 504, 192]",train
GOPR6561.JPG,"[2131, 218, 432, 165]",train
GOPR6562.JPG,"[542, 1763, 414, 776]",train
GOPR6562.JPG,"[870, 1631, 508, 750]",train
GOPR6562.JPG,"[1205, 1484, 617, 731]",train
GOPR6562.JPG,"[1548, 1360, 685, 633]",train
